title;rating
Parte da massa falida da Fazenda Boi Gordo é leiloada nesta semana;verdadeiro
Desemprego cresce em todas as regiões no 2º trimestre;verdadeiro
Para ministro do Planejamento, despesa pública está descontrolada;verdadeiro
Alta do feijão tem forte desaceleração e prévia da inflação oficial perde força;verdadeiro
Granada, a potência das medalhas na Olimpíada – ajustadas pelo PIB;verdadeiro
Anvisa proíbe venda de geleia de morango com larvas e pelo de roedor ;verdadeiro
Brasil fecha 94 mil vagas de trabalho formais em julho ;verdadeiro
Confiança do comércio melhora em agosto, diz FGV;verdadeiro
Preços de aluguel e venda de imóveis comerciais têm queda em julho;verdadeiro
Governo divulga lista de quem tem direito ao abono ano-base 2014;verdadeiro
Governo discute aval para crédito e para ressarcir exportações de estados;verdadeiro
Aumentaram as razões para subir as taxas de juros', diz presidente do Fed;verdadeiro
Expectativa do consumidor melhora em agosto, diz pesquisa da CNI;verdadeiro
Marcas Elefante e Pomarola fazem recall de extrato e molho de tomate ;verdadeiro
Demissões no varejo perdem força, aponta CNC;verdadeiro
Número de empresas inadimplentes aumenta 11% em julho;verdadeiro
Confiança do setor de serviços atinge maior nível desde fevereiro de 2015;verdadeiro
Conta de luz continuará sem cobrança extra em setembro;verdadeiro
Gasto com Saúde crescerá abaixo da inflação em 2017, propõe governo;verdadeiro
Retomada do crescimento do PIB deve ser lenta, avaliam economistas;verdadeiro
Indústria cresce após 5 trimestres, mas segue longe do patamar pré-crise;verdadeiro
Prazo para sacar abono salarial PIS/Pasep é prorrogado até dezembro;verdadeiro
Com bancários em greve, veja como ficam os saques do FGTS;verdadeiro
FMI e Bird alertam para 'frágil' posição fiscal da América Latina;verdadeiro
Fraude bancária leva Wells Fargo a demitir 5,3 mil funcionários;verdadeiro
Dono da Zara desbanca Bill Gates no topo da lista de mais ricos do mundo;verdadeiro
Recall da Pomarola e Elefante envolve mais de 579 mil produtos;verdadeiro
PIB mensal' da Serasa sinaliza continuidade da recessão no 3º tri;verdadeiro
Brasil fechou mais empresas do que abriu em 2014 pela 1ª vez desde 2008;verdadeiro
Maior reservatório de água do NE deve chegar a zero no fim de 2016;verdadeiro
Nova reunião termina sem acordo, e greve dos bancários continua;verdadeiro
Caixa lidera lista de reclamações ao BC em julho e agosto;verdadeiro
Bancários têm reunião nesta terça, veja como está a greve nos estados;verdadeiro
Setor de serviços cresce 0,7% em julho, diz IBGE;verdadeiro
Greve dos bancários completa 11 dias com 12.727 agências fechadas;verdadeiro
Greve dos Correios continua em regiões do RS, MG e SE;verdadeiro
Reforma trabalhista fica para o 2º semestre de 2017, diz ministro;verdadeiro
Em carta, 20 estados relatam 'colapso' e pressionam por ajuda financeira;verdadeiro
BC dos EUA mantém juros e sinaliza mais chances de alta até fim do ano;verdadeiro
Greve dos bancários chega ao 16º dia sem acordo de reajuste;verdadeiro
Petrobras deve anunciar ainda neste ano redução no preço da gasolina;verdadeiro
Repatriação de dinheiro não declarado já rendeu R$ 6,2 bilhões ao governo;verdadeiro
Greve dos bancários chega ao 17º dia sem acordo de reajuste;verdadeiro
PIB da Argentina encolhe pelo terceiro trimestre consecutivo;verdadeiro
Relator diz que estados vão ficar de fora da PEC do teto de gastos;verdadeiro
Gasolina está mais cara no Brasil do que no exterior há 12 meses ;verdadeiro
Leilão de energia contrata 30 novas pequenas hidrelétricas;verdadeiro
Colômbia busca levantar sua economia com acordo de paz;verdadeiro
Greve dos bancários chega ao 18º dia sem acordo;verdadeiro
Contas do governo têm rombo de R$ 71 bilhões até agosto, pior em 20 anos;verdadeiro
Não há necessidade 'neste momento' de aumentar impostos, diz Meirelles;verdadeiro
FMI elogia propostas econômicas de Temer e cobra Congresso a aprovar reformas;verdadeiro
Inflação do aluguel avança em setembro e sobe 10,66% em 12 meses;verdadeiro
FMI recomenda revisão do salário mínimo e reforma trabalhista no Brasil;verdadeiro
Arrecadação cai 10%, para R$ 91,8 bilhões, e tem pior agosto em 7 anos;verdadeiro
Bancos propõem reajuste de 8% nos salários e 15% no vale alimentação ;verdadeiro
Greve dos bancários completa 30 dias e é a maior desde 2004;verdadeiro
Saúde pode ter perdas bilionárias com PEC do teto, avaliam entidades;verdadeiro
FMI e Banco Mundial pedem 'ação' para estimular crescimento global;verdadeiro
Bancários encerram greve, mas Caixa segue fechada em 7 capitais;verdadeiro
Itaú Unibanco fecha compra de ativos de varejo do Citi no Brasil;verdadeiro
Linhas móveis recuam a nível de 2012, setor atribui queda a crise e aplicativos ;verdadeiro
Greve dos bancários da Caixa chega ao fim em todo o país;verdadeiro
Entenda o que está em jogo (e as polêmicas) com a PEC que limita o gasto público;verdadeiro
Fazenda espera obter até R$ 50 bi com repatriação de dinheiro não declarado;verdadeiro
Um em cada seis inadimplentes intensificam vícios, diz SPC Brasil;verdadeiro
Oliver Hart e Bengt Holmström vencem o Prêmio Nobel de Economia;verdadeiro
Fed está próximo de subir juros nos EUA, mas dúvidas continuam;verdadeiro
PIB do Brasil deve cair 3,4% em 2016 e crescer 0,5% em 2017, diz Cepal;verdadeiro
PEC 241: tire dúvidas sobre a proposta que limita gastos públicos;verdadeiro
Impasse sobre 'foto ou filme' trava repatriação de bilhões, entenda;verdadeiro
Mercado eleva previsão de 'rombo' nas contas públicas em 2017;verdadeiro
Pessoas desistem de procurar trabalho e 'minimizam' desemprego;verdadeiro
10,7% dos brasileiros em idade de trabalho estão fora do mercado;verdadeiro
Os 10 empresários mais ricos do mundo do setor de tecnologia;verdadeiro
Para onde caminha o banco do BRICS?;verdadeiro
Horário de verão começa no domingo em 10 estados e DF;verdadeiro
Especialistas preveem queda de 0,5% no consumo com horário de verão;verdadeiro
Por 7 votos a 4, Supremo rejeita possibilidade de 'desaposentação';verdadeiro
País fecha 39,2 mil postos formais de trabalho em setembro, diz governo;verdadeiro
BNDES lucra às custas da sociedade e faz 'agiotagem', diz ministro do TCU;verdadeiro
Ligações interurbanas ficarão mais baratas em 587 municípios, veja lista;verdadeiro
Reorganização iria desnacionalizar JBS e não é melhor opção, diz BNDES;verdadeiro
Consumo residencial de energia sobe em setembro, mas cai no comércio;verdadeiro
Petróleo atinge mínima no mês por dúvidas sobre acordo da Opep;verdadeiro
Contas públicas têm rombo recorde para setembro e acumulado do ano;verdadeiro
Proposta prevê que governo poderá demitir servidor para limitar gastos;verdadeiro
Arrecadação com repatriação somou R$ 46,8 bilhões, abaixo do previsto;verdadeiro
Ministro diz que governo prepara MP para permitir intervenção na Oi;verdadeiro
Leilão do falido Banco Santos oferece obra de arte a partir de R$ 150;verdadeiro
Trump traz perspectivas negativas ao comércio, avaliam especialistas;verdadeiro
Governo brasileiro informa que vai recorrer de decisão na OMC;verdadeiro
Correios não recebem nenhuma proposta pelo Banco Postal;verdadeiro
Balança comercial tem superávit de quase US$ 40 bi na parcial do ano;verdadeiro
Nº de clientes de planos de saúde cai pelo 16º mês seguido;verdadeiro
Aneel avalia limitar dividendo de distribuidora que não cumprir metas;verdadeiro
Meirelles nega repasse de R$ 100 bilhões do BNDES para estados;verdadeiro
Meirelles e governadores se reúnem terça para discutir crise nos estados;verdadeiro
Câmbio dá alívio às empresas no 3º tri, mas resultados decepcionam ;verdadeiro
Receita de royalties do petróleo cai 29% e deve ser a menor desde 2009;verdadeiro
Governo baixa de 1,6% para 1% projeção de alta do PIB em 2017;verdadeiro
BB pode economizar até R$ 3,8 bi com reestruturação, diz presidente;verdadeiro
Clientes de agências fechadas vão manter cartão e senha, informa BB;verdadeiro
Banco do Brasil anuncia fechamento de agências e plano de aposentadoria ;verdadeiro
Queda de preço da gasolina depende de fatores externos, diz Pedro Parente;verdadeiro
Carga tributária na conta de luz chegou a 40% em 2015, diz estudo;verdadeiro
Confiança do setor de serviços piora pelo segundo mês seguido, diz FGV;verdadeiro
4 dos 26 estados mais o DF tiveram queda no PIB entre 2013 e 2014;verdadeiro
Após 'repatriação', contas públicas têm 1º superávit em 18 meses;verdadeiro
Queda forte de investimentos segue derrubando PIB, dizem analistas;verdadeiro
Preços do petróleo saltam 9% com perspectivas de corte da produção ;verdadeiro
Mercado prevê que Copom fará novo corte, e Selic pode ir a 13,75% ao ano;verdadeiro
Governo anuncia proposta de reforma da Previdência com idade mínima de 65 anos;verdadeiro
Ministro diz que protestos não devem atrasar reforma da Previdência;verdadeiro
Consumo de energia elétrica no Brasil cai 2,8% em outubro;verdadeiro
Deloitte pagará multas para encerrar investigação nos EUA e no Brasil;verdadeiro
Governo vai propor aposentadoria aos 65 anos para homens e mulheres;verdadeiro
Em 5 anos, transporte individual cresceu 3,6 vezes mais que trens e metrôs, diz CNT;verdadeiro
BNDES fixará limite de dividendos para empresas que tomarem crédito;verdadeiro
Com reforma, brasileiro vai se aposentar mais tarde e receber menos, entenda;verdadeiro
Sem queda de juro no cartão, lojista receberá mais rápido, diz Meirelles;verdadeiro
Reforma da Previdência: G1 responde perguntas de leitores;verdadeiro
Por que a recessão continua mesmo com a melhora da confiança?;verdadeiro
Meirelles diz que não conta com PIB positivo no 1º trimestre;verdadeiro
Índice de incerteza sobre economia aumenta em dezembro, diz FGV;verdadeiro
Saiba como consultar o saldo de contas inativas do FGTS;verdadeiro
Governo regulamenta salário mínimo de 2017 no valor de R$ 937;verdadeiro
Temer assina decreto que reajusta salário mínimo para R$ 937 em 2017;verdadeiro
Phelps supera vício e depressão e chega a 2016 decidido a brilhar no Rio ;verdadeiro
Curtinhas: Cerrone sobe ao meio-médio e enfrenta Means em Pittsburgh;verdadeiro
"Miocic sobre duelo contra Arlovski: ""O vencedor merece a chance ao título""";verdadeiro
"Medina brinca surfando onda formada por lancha: ""Ano começou divertido""";verdadeiro
Placar GE: acompanhe jogos do futebol internacional pelo seu celular;verdadeiro
Real trocará Benítez por Zidane nesta segunda, garante imprensa espanhola;verdadeiro
Dustin Poirier vence dura luta contra Duffy no card preliminar do UFC 195;verdadeiro
Garoto do Guarani erra cavadinha em pênalti na abertura da Copinha, vídeo;verdadeiro
Douglas Costa é eleito destaque do 1º turno da Bundesliga pelos jogadores ;verdadeiro
"Rockhold: ""Fiquei decepcionado com minha atuação contra Chris Weidman""";verdadeiro
Joseph Duffy aparece com olho totalmente fechado após luta no UFC;verdadeiro
Botafogo-SP vai na contramão do mercado e anuncia reforço chinês;verdadeiro
Del Piero, Heskey, Ronaldo... Bernardo volta ao Brasil repleto de lembranças;verdadeiro
Sem apoio, gestor do Londrina descarta a contratação de Léo Moura;verdadeiro
Incêndio atinge instalação no Parque Olímpico, quatro pessoas são detidas;verdadeiro
Após finalizar Magny, Demian dá aula de jiu-jítsu ao americano em Vegas;verdadeiro
"""Rolling Stone"" elege McGregor um dos 25 símbolos sexuais de 2015";verdadeiro
"Pettis critica desafios a McGregor: ""Estão tentando pegar o brilho dele""";verdadeiro
No AP, 22ª edição do NEC abre disputas estaduais de MMA em 2016;verdadeiro
Guia do Cartola FC: aprenda a criar times, comprar jogadores e muito mais;verdadeiro
Coisa de louco! Salário de Pato na China superaria R$ 180 mi em 3 anos;verdadeiro
São Paulo confirma a contratação de Mena, primeiro reforço para 2016;verdadeiro
"Cruz diz que Dillashaw é falso e finge ser quem não é: ""Falta lealdade nele""";verdadeiro
"""Vamos torcer para não dar certo"", diz presidente da FGF sobre Primeira Liga";verdadeiro
Alvarez diz que mudança de peso é boa para McGregor evitar Edgar;verdadeiro
Hunt e Mir fazem a luta principal do UFC Austrália, no dia 19 de março;verdadeiro
Baixe o app GloboEsporte.com e tenha notificações das principais notícias;verdadeiro
É do Tricolor! Lugano assina contrato e volta ao São Paulo após 10 anos;verdadeiro
"Holm diz que postura de Ronda explica críticas: ""Se colocou nessa posição""";verdadeiro
"""Bader vai merecer disputa de título caso derrote Johnson"", afirma Dana";verdadeiro
Frankie Edgar estuda possibilidades após ficar sem disputa de cinturão;verdadeiro
WP encara passagem pela Ponte como chance de voltar a se destacar ;verdadeiro
Ultimate, enfim, anuncia luta entre Dos Anjos e McGregor para o UFC 197;verdadeiro
Romero é advertido pela USADA por possível falha em exame antidoping;verdadeiro
NAC reduz punição de Nick Diaz e atleta pode voltar a lutar já em agosto;verdadeiro
Weidman surpreende e diz que ficou feliz por ter perdido para Rockhold ;verdadeiro
Paes garante pagamento de FGTS a ex-operários de arenas nesta semana;verdadeiro
"""Não aceito outra luta que não seja pelo cinturão"", desabafa José Aldo";verdadeiro
Howard faz grande partida e garante empate do Everton com o City;verdadeiro
Lucas dá a vitória ao PSG sobre o Lyon, e time avança na Copa da Liga ;verdadeiro
"Procurador não cai em ""conto"" e pede abertura de inquérito contra dirigente";verdadeiro
Carlos leva susto após o pai infartar e muda hábitos para emagrecer 56kg;verdadeiro
Combate News' reformula cenário e elenco, e passa a ser exibido ao vivo;verdadeiro
Curtinhas: Conor pode disputar título dos meio-médios em 2017, diz técnico;verdadeiro
Vice do Inter em 2009 rebate Felipe e nega mala branca ao Corinthians;verdadeiro
Dominick Cruz provoca Dillashaw, que não responde na pesagem em Boston;verdadeiro
Renan Barão analisa duelo Dillashaw x Cruz e espera por volta ao octógono;verdadeiro
Presidente do União revela conversa rápida com Adriano e fica pessimista;verdadeiro
"Massa guia carro usado por Senna no seu 1º teste na F-1: ""Experiência única""";verdadeiro
"Frustração e sede por reconhecimentomotivam Bodão a ""espetáculo"" no UFC";verdadeiro
"Kennedy pede luta e provoca Belfort: ""É um trapaceiro. Acabaria com ele""";verdadeiro
"Pettis: ""Quero nocautear Alvarez para mostra que estou aqui para ser o nº 1""";verdadeiro
Guilherme desembarca para exames no Corinthians: “Ansiedade é grande”;verdadeiro
Seleção brasileira de basquete perde invencibilidade para Austrália e é prata;verdadeiro
"BJ Penn confirma retorno e sonha alto: ""Quero tomar o cinturão dos penas""";verdadeiro
Mancini chama técnico do Napoli de racista e homofóbico após discussão;verdadeiro
Fiba anuncia Itália, Filipinas e Sérvia como sedes dos pré-olímpicos;verdadeiro
Central do Mercado: Nem se aproxima do Flu, Cuéllar acerta com o Flamengo;verdadeiro
"Aldo admite dor, mas prevê duelo com Conor no futuro: ""Vou passar por cima"" ";verdadeiro
Tottenham vence sensação inglesa e avança na Copa da Inglaterra;verdadeiro
Com seis atacantes no elenco, Milan defende o retorno de Luiz Adriano;verdadeiro
Campeão olímpico, Arthur Zanetti se forma na faculdade antes do Rio 2016;verdadeiro
"Dos Anjos quer nocautear McGregor para conquistar mais fãs: ""Luta do ano""";verdadeiro
"Dos Anjos deixa Conor ""no vácuo"" em tentativa de irlandês imitar ""El Chapo""";verdadeiro
Combate.com transmite coletiva do UFC 197 com McGregor e Dos Anjos;verdadeiro
Pego em doping, jovem da marcha atlética é suspenso por quatro anos;verdadeiro
Quatro brasileiros estão entre os 10 mais caros em 2016: Elkeson lidera;verdadeiro
Arena AM receberá amistoso com Aldo, Zico, Bebeto, Pizzonia e Rubinho;verdadeiro
Disputa por melhor frase tem Djokovic, Kobe e Ronaldinho entre concorrentes;verdadeiro
Douglas considera deixar o Barcelona, mas quer seguir no futebol espanhol;verdadeiro
José Aldo aposta em Dos Anjos contra McGregor e descarta encarar brasileiro;verdadeiro
"Cruz volta atrás e aceita trilogia contra Urijah Faber: ""Devemos isso aos fãs""";verdadeiro
"Miesha celebra distância de Ronda e clima leve contra Holm: ""É um alívio""";verdadeiro
Com reação incrível no segundo set, Brasília vence o Fla pela Superliga B;verdadeiro
Evento-teste de halterofilismo traz novidades, e brasileiros se destacam ;verdadeiro
CBF veta Copa Sul-Minas-Rio em 2016, mas Liga mantém programação;verdadeiro
"Treinador quer adversário de ""nome forte"" para Massaranduba no Ultimate";verdadeiro
VanZant diz que levou três semanas para limpar todo sangue após derrota;verdadeiro
Wendell Lira recebe placa na CBF e visita taça que conquistou pela seleção;verdadeiro
"""Exército de cientistas"": McGregor passa por exame antidoping surpresa";verdadeiro
Justiça veta, e UFC é mais uma vez impedido de realizar evento em NY;verdadeiro
Amanda Lemos mantém cinturão do Jungle após luta terminar empatada;verdadeiro
RBR faz melhor tempo, e McLaren tem problema em 1º dia de testes da Pirelli;verdadeiro
Juninho Pernambucano e Raí fazem formação da Uefa na França;verdadeiro
"De olho em uma revanche, Dillashaw não engole derrota: ""Sou o campeão""";verdadeiro
Morata faz dois, Juve goleia Inter e leva vantagem nas semis da Copa da Itália;verdadeiro
Inter negocia lateral-esquerdo de 18 anos com o Juventus, da Itália;verdadeiro
"Tem R$ 1 mi ""sobrando""? Escuderia extinta de F1 coloca carros à venda ";verdadeiro
"Clássico Vila Nova x Goiás ""começa"" com troca de farpas entre jogadores";verdadeiro
Chef nas horas vagas, parça gringo e Rio-2016: a vida de Benite na Espanha ;verdadeiro
Sonnen participará de reality show comandado por Schwarzenegger;verdadeiro
Nurmagomedov e Ferguson devem se enfrentar em card do dia 16 de abril;verdadeiro
Código de conduta de Pep Guardiola deixa ambiente pesado no Bayern ;verdadeiro
Bauza quer levar Ganso para Seleção e torceu para tricolor na Libertadores-92;verdadeiro
Anthony Johnson se diz paciente por cinturão e prevê luta contra Jon Jones;verdadeiro
"Em ""treino"" para as Olimpíadas, Talita e Larissa conquistam a etapa de Niterói";verdadeiro
"Neymar e pai questionam denúncia de sonegação: ""Que provem""";verdadeiro
Jon Jones diz que espera fazer mais três lutas como peso-meio-pesado;verdadeiro
Johnson ganha performance da noite, Marajó sai com bônus por melhor luta;verdadeiro
Dwyane Wade iguala Bernard King, e Heat bate os Hawks dentro de casa;verdadeiro
"Rothwell: ""Se lutar contra o Werdum, acabo com ele. Quero varrer a divisão""";verdadeiro
"Léo Moura fica perto de fechar com Metropolitano: ""Praticamente certo""";verdadeiro
"Cormier: ""Bader estava morrendo de medo da luta contra Anthony Johnson""";verdadeiro
Curtinhas: Velásquez opera hérnia de disco e se afasta por quatro semanas;verdadeiro
Na mira de Galo e Botafogo, Rafael Moura encaminha rescisão com Inter ;verdadeiro
Ao vivo: confira as partidas que terão transmissão nesse meio de semana;verdadeiro
"Demian: ""Quem entende sabe que, se bater Brown, tenho que disputar título""";verdadeiro
"Rosana acerta com PSG: ""Espero manter o nível dos brasileiros""";verdadeiro
Atriz aceita ser presidente de honra de clube da terceirona do País de Gales;verdadeiro
Aos 15, ainda na base, Neymar omitiu R$ 583 mil, aponta Receita Federal;verdadeiro
Ju Thai enfrenta Jessica Aguilar para tentar emplacar terceira vitória seguida;verdadeiro
Gol do Barcelona! Quanto, quando e como Messi, Neymar e Suárez marcam;verdadeiro
Suja e sem luz, cabine de estádio é criticada: “Narramos em cima de tijolo” ;verdadeiro
Contrário aos rumos da CBF, Ceretta deixa o país e busca carreira nos EUA;verdadeiro
Bota cobra R$ 5 mi de indenização por vídeo do Porta dos Fundos;verdadeiro
Polêmicas, laptop roubado e redenção: a vida do Super-Homem dos Panthers;verdadeiro
Ao vivo: confira os jogos que terão transmissão nesse fim de semana;verdadeiro
"Mergulho Radical tem estreia das mulheres no Brasil e ""rap"" do Escobar";verdadeiro
Polícia investiga quarterback Johnny Manziel por agressão à ex-namorada;verdadeiro
Ex-UFC, Karlos Vemola é preso por produção de maconha na Inglaterra;verdadeiro
Alemão quebra recorde dos 100m peito e deixa Felipe Lima com a prata ;verdadeiro
Comitê diz que atletas dos EUA podem considerar não ir aos Jogos, diz agência;verdadeiro
Derrotado por Thompson, Hendricks já prevê volta ao octógono em agosto;verdadeiro
Jon Jones volta ao octógono contra Daniel Cormier, no UFC 197, em abril;verdadeiro
Jornalista e lutador: Mike Jackson faz estreia no UFC dentro do octógono;verdadeiro
Ao vivo: veja jogos com transmissão de TV no meio de semana;verdadeiro
Apostas em McGregor crescem, e irlandês vira favorito contra Dos Anjos;verdadeiro
"""Gari do MMA"" põe uniforme, passeia em Vegas e conhece Anderson Silva";verdadeiro
"Miocic, sobre possível duelo contra Werdum no Brasil: ""Adoro lutar lá""";verdadeiro
"Após nocautear Hendricks, Thompson pede chance ao título:  ""Eu Mereço""";verdadeiro
Barça confirma ausência de Messi até quarta por causa de problemas renais;verdadeiro
Pacotão da folia: santistas apertados, Sheik animado e prévia dos Jogos;verdadeiro
Dos Anjos salta duas posições no ranking, mas segue atrás de McGregor;verdadeiro
Agente: Romero falhou em teste por causa de suplemento contaminado;verdadeiro
Serena Williams põe a mão na massa e ajuda a construir escolas na Jamaica;verdadeiro
Manor reforça vínculo com Mercedes na Fórmula 1 e contrata piloto alemão;verdadeiro
Jogador que se declarou culpado de crime sexual com menor é demitido;verdadeiro
Jogos pelo Palmeiras inspiram Kelvin a quebrar tabu na arena do Corinthians;verdadeiro
Perfeccionista, Lucas Lima apela às estatísticas para melhorar finalização;verdadeiro
Ronda Rousey volta aos treinos, três meses após derrota para Holly Holm;verdadeiro
FIA divulga versão final do calendário 2016, GP do México é antecipado;verdadeiro
Thomas Bach diz que nenhum país boicotará Rio 2016 por causa do zika;verdadeiro
Botafogo anuncia a Topper de forma oficial e revela valor de R$ 40 milhões;verdadeiro
Ex-WCT, surfista cearense supera AVC e reencontra prancha 5 meses depois;verdadeiro
Zidane usa palavrão para elogiar a grande fase de Cristiano Ronaldo;verdadeiro
Com time reformulado, Tite explica mudanças táticas do novo Corinthians;verdadeiro
"Campeão do WSOF, Marlon Moraes se vê pronto para o ""sonho do UFC""";verdadeiro
Olá, G-4: veja oito fatores que levaram o B. Cearense a oito vitórias seguidas;verdadeiro
Martine e Kahena assumem 2º lugar e ficam perto do pódio no Mundial;verdadeiro
Um dia antes de jogo da Champions, Hazard diz ser difícil dizer não ao PSG;verdadeiro
Tricampeão mundial de jiu-jítsu, Marcus Buchecha dá seminário no ES;verdadeiro
"Fellipe Bastos faz hora extra e ganha status de ""artilheiro"" no futebol árabe";verdadeiro
Ricardinho é o novo técnico da Lusa;verdadeiro
Jornal diz que Bayern pode demitir Guardiola antes do fim da temporada;verdadeiro
"Michael Bisping avisa: luta contra Anderson Silva ""será disputa em pé""";verdadeiro
Shooto 61: Cassio Jacaré finaliza Ronny Markes no primeiro round;verdadeiro
Ao vivo: saiba as partidas que terão transmissão nesse meio de semana;verdadeiro
"Menor diz que encontrou Adam Johnson para uns ""beijos e mais""";verdadeiro
À espera de dinheiro do Fla, Vasco inicia reforma de banheiro depredado;verdadeiro
"David Luiz diz que Chelsea deveria renovar com Terry: ""Desrespeitoso""";verdadeiro
Botafogo e Arão têm audiência, mas partes não chegam a um acordo;verdadeiro
Centenário: Conmebol define potes, e Brasil pode enfrentar Chile ou Uruguai ;verdadeiro
Blazers não ficam com Varejão, e brasileiro está disponível no mercado;verdadeiro
Dileno Lopes participa de lançamento de evento de MMA, em Manaus;verdadeiro
Herb Dean é escalado para ser o árbitro central de Dos Anjos x Conor;verdadeiro
"Brock Lesnar aconselha Ronda: ""Tem que aprender a perder para vencer""";verdadeiro
Oswaldo: saída do Palmeiras teve relação com pressão por Gabriel Jesus;verdadeiro
"Tanquinho, sobre Cody Garbrandt: ""Ele não vai se arriscar a ir para o chão""";verdadeiro
Uma década depois, 1º técnico de Aldo anuncia volta ao MMA aos 39 anos;verdadeiro
"Suspenso por dois anos, Tibau admite uso de EPO : ""Foi muita burrice minha""";verdadeiro
Juve empata após 15 vitórias seguidas no Calcio, e Napoli pode voltar à ponta;verdadeiro
"Conor McGregor sonha: ""Estou aqui para conquistar todos os cinturões""";verdadeiro
"Técnico diz que Cowboy é iluminado e garante: ""Vai ser na raça, no coração""";verdadeiro
"BJ Penn se defende de acusações de ex-funcionário: ""Buracos na história""";verdadeiro
"Luan não esconde empolgação com Robinho no elenco: ""É um ídolo!""";verdadeiro
Resultados favorecem, e Vasco é primeiro garantido na segunda fase;verdadeiro
Atlético tropeça, e Barça se consolida na liderança com oito pontos de folga;verdadeiro
Brasileiro do BMX sofre queda nos EUA, quebra a clavícula e fará cirurgia;verdadeiro
Neymar assina acordo para renovar até 2021, afirma imprensa espanhola;verdadeiro
"Em duelo de ""Cowboys"", americano Cerrone finaliza Alex Oliveira no UFC";verdadeiro
"Craques do jiu-jítsu e amigos, ""Fedor"" e ""Buchecha"" têm relação de fã e ídolo";verdadeiro
Elogiado por Guardiola, Douglas Costa prevê jogo extraordinário na Liga;verdadeiro
Com volta de Bruna e Marta presente, Vadão convoca para Copa Algarve;verdadeiro
"""Chapeuzinho Vermelho"": Dalai Rocha critica contrato de Fred no Cruzeiro citando conto infantil";verdadeiro
Com sintomas do coronavírus, massagista do Flamengo está internado no CTI;verdadeiro
Özil recusa redução de salário do Arsenal e divide opiniões na Inglaterra;verdadeiro
São Januário completa 93 anos: dez curiosidades e motivos para o Vasco se orgulhar do estádio;verdadeiro
Apitaço x incentivo: Michel Bastos divide a torcida do São Paulo;verdadeiro
"""Vem, danadinho"": descontraído, Anderson dança funk em treino aberto";verdadeiro
Curtinhas: Ronda critica Pacquiao e uso de religião para perseguir gays;verdadeiro
Fifa decide seu futuro em eleição entre cinco candidatos cercada de polêmica;verdadeiro
Peter vê ambição política de Mario e confirma demissão de Baptista no Flu;verdadeiro
Curtinhas: Faber revela ter aceitado luta com Conor, que preferiu Diaz;verdadeiro
Treinos técnicos com Rafael Cordeiro na Kings são elogiados por Erick Silva;verdadeiro
Rei do vôlei de praia, multicampeão Emanuel vai se aposentar aos 42 anos ;verdadeiro
"Touro Moreno critica Anderson Silva após derrota: ""Hora de ir pro telecatch""";verdadeiro
Empresário de Anderson Silva sugere revanche com Bisping no Brasil;verdadeiro
OPINIÃO: Derrota mostra que Spider precisa se adaptar à nova realidade;verdadeiro
"Técnico revela: ""Anderson achou que trincou a canela no primeiro round""";verdadeiro
Ex-lutador do UFC Mikey Burnett leva tiros em assalto à mão armada;verdadeiro
"Sem previsão de luta, Aldo mira vaga no histórico UFC 200: ""Seria perfeito""";verdadeiro
Leicester vira, mas cede empate e pode ver Tottenham assumir a ponta;verdadeiro
Atlético de Madrid vence o Real Sociedad e segue na briga pelo título ;verdadeiro
Aperitivo: Dryworld divulga imagem de parte da nova camisa tricolor do Flu;verdadeiro
Livre de suspensão por doping, Jason mira luta no mesmo card de Jon Jones;verdadeiro
"Miesha Tate: ""Não sei como a luta vai acabar, mas prometo que vou vencer""";verdadeiro
"Diaz revela camp de três dias para UFC 196: ""Por que iria cortar peso?""";verdadeiro
Fãs esperam Conor por uma hora, e Diaz mostra dedo médio para torcedor;verdadeiro
Diaz revela que tinha GSP na mira antes de aceitar encarar McGregor;verdadeiro
Veja imagens internas do velódromo, que recebe pista nesta sexta-feira;verdadeiro
"Holm exalta espírito guerreiro de Tate: ""Vai ser a luta mais difícil que já tive""";verdadeiro
Conor dá tapa em Diaz na encarada, e americano é contido por seguranças;verdadeiro
Senado aprova MP que estende prazo para os clubes aderirem ao Profut;verdadeiro
"Dana se diz aberto a casar McGregor e Lawler: ""Difícil negar isso para ele""";verdadeiro
UFC anuncia trilogia entre Dominick Cruz e Urijah Faber no UFC 199;verdadeiro
"Aldo desmente bolsa milionária: ""De onde tiram que levei US$ 5 milhões?""";verdadeiro
Em negociação tripla, Rafael Moura chega a acordo e rescinde com Inter;verdadeiro
Roma domina a Fiorentina, vence por 4 a 1 e assegura 3º lugar no Italiano;verdadeiro
Equipe dorme na casa de índio em região dominada pelo narcotráfico;verdadeiro
"Dana: ""Na minha opinião, Nate Diaz x Robbie Lawler faz todo sentido agora""";verdadeiro
Mesmo derrotado, McGregor recebe bolsa recorde de US$ 1 milhão no UFC;verdadeiro
"Dana desconversa sobre GSP no UFC 200: ""Não sei se ele ainda quer lutar""";verdadeiro
Holly Holm reconhece erros e projeta novo confronto diante de Miesha Tate;verdadeiro
"Emanuel dá últimos passos antes de adeus: ""Cada segundo vai se eternizar""";verdadeiro
"José Aldo ironiza e diz que não viu luta de McGregor: ""Fico vendo Sexy Hot""";verdadeiro
"Jones cutuca McGregor ao falar de Holm: ""Não treina wrestling ou jiu-jítsu""";verdadeiro
